"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Industrial Feasibility of PEFTpyCoder: A Parameter-Efficient Fine-Tuned Model for In-House Code Assistance","A. Riaz; M. Marzolla; D. Rossi; S. Sinigardi","Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; COESIA S.p.A., Bologna, Italy",2025 International Joint Conference on Neural Networks (IJCNN),"14 Nov 2025","2025","","","1","10","We present an experience report on an industrial feasibility study that evaluates the application of code LLM technologies within an organization, ensuring that no data leaves the firm’s perimeter. To address a set of feasibility questions, we employed state-of-the-art techniques, including Low-Rank Adaptation (LoRA), Parameter-Efficient Fine-Tuning (PEFT), and 4-bit quantization, to develop a pipeline for creating a fine-tuned version of an existing code LLM that is small enough to allow both training and inference on commodity hardware, thereby eliminating the need for cloud-based solutions that would expose sensitive assets, such as parts of the existing code base, outside the firm’s local network. We evaluated the pipeline on a general programming language (namely Python) to assess its performance, and our results show that it is adequate for the task at hand. Other than concerns about data privacy, another motivation for this study stems from the firm’s adoption of a domain-specific programming language, which is not directly supported by most existing code LLMs. However, we believe that the lessons we learned in this experience could be valuable in many other contexts where a firm is evaluating the feasibility of an in-house AI-based solution rather than depending on external service providers.","2161-4407","979-8-3315-1042-8","10.1109/IJCNN64981.2025.11228660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11228660","Code LLMs;Domain-specific Programming Language;In-house AI-based Solution;Parameter-Efficient Fine-tuning (PEFT);Low-Rank Adaptation (LoRA)","Training;Adaptation models;Data privacy;Codes;Quantization (signal);Computational modeling;Pipelines;Programming;Python;Context modeling","","","","37","IEEE","14 Nov 2025","30 June-5 July 2025","30 June-5 July 2025","IEEE","IEEE Conferences"
"Theoretical Model and Internal Mechanism of Generative Artificial Intelligence Empowering Personalized Learning","X. Liu; X. He","School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China",2025 7th International Conference on Computer Science and Technologies in Education (CSTE),"29 Jul 2025","2025","","","1081","1086","Science and technology are changing rapidly, and the development of generative artificial intelligence represented by ChatGPT provides more possibilities for empowering students' personalized learning. This paper analyzes the educational application of generative artificial intelligence in personalized learning and combs through the theoretical basis of generative artificial intelligence empowering personalized learning, then constructs the theoretical model of empowering personalized learning and explores the operation mechanism and internal mechanism of generative artificial intelligence empowering personalized learning.","","979-8-3315-1166-1","10.1109/CSTE64638.2025.11091882","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11091882","personalized learning;generative artificial intelligence;theoretical model","Computer science;Analytical models;Generative AI;Computational modeling;Education;Learning (artificial intelligence);Chatbots","","","","24","IEEE","29 Jul 2025","18-20 April 2025","18-20 April 2025","IEEE","IEEE Conferences"
"Trending Applications of Large Language Models: A User Perspective Survey","Y. Zhang; M. Zhao; Y. Zhang; Y. -m. Cheung","School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China; Department of Computer Science, Hong Kong Baptist University, Hong Kong SAR, China; Department of Computer Science, Hong Kong Baptist University, Hong Kong SAR, China; School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China",IEEE Transactions on Artificial Intelligence,"","2025","PP","99","1","17","Large Language Models (LLMs) have revolutionized industries, learning, and life, becoming an indispensable tool in daily digital interactions and reshaping how humans access knowledge and creativity. Despite the ubiquity of LLMs, a critical gap persists between non-Artificial Intelligence (AI) background users and overly specialized literature. Most existing LLM surveys mainly provide technical principles, engineering details, and professional evaluation, rather than conveying intuitive and easy-to-follow content to serve ordinary users. This paper, therefore, is positioned as a user-centric and jargon-free review for all learners and practitioners who are curious about LLMs or intend to use them. Uniquely structured around organizational (e.g., text summarization) and innovative (e.g., content generation) application scenarios, and the user roles of engineers, designers, and supervisors, this survey demystifies LLM capabilities through intuitive taxonomies, case studies, and hands-on evaluations. Specifically, eighteen mainstream LLMs are statistically selected as representatives to answer the following questions that ordinary users may be interested in: 1) Where do LLMs come from, what are they, and why are they so smart (Section I); 2) Which application scenarios are suitable for certain LLMs and why (Section II); 3) How users with different roles use LLMs (Section III); and 4) What do specific applications of LLMs look like (Section IV). In addition, readers will gain actionable insights to choose context-appropriate LLMs, develop an awareness of prompting, and mitigating potential risks like hallucinations and prejudice in using LLMs. This survey is positioned as a gateway to LLM literacy, aims to bridge the gap between the cutting-edge LLMs and potential users. To ensure the timeliness and continued impact in the corresponding rapidly evolving fields, this work will be maintained as a living GitHub project here.","2691-4581","","10.1109/TAI.2025.3620272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11199892","Large language models (LLMs);taxonomy;survey;ordinary users;prompting;AI for science;LLM evaluation","Surveys;Artificial intelligence;Taxonomy;Training;Brain modeling;Translation;Transformers;Reviews;Cognition;Adaptation models","","2","","","CCBY","10 Oct 2025","","","IEEE","IEEE Early Access Articles"
"Beyond Verilog: Agents for Emerging HDLs","F. Rabiei; M. Zakharov; J. Renau","University of California Santa Cruz Computer Science and Engineering, Santa Cruz, USA; University of California Santa Cruz Computer Science and Engineering, Santa Cruz, USA; University of California Santa Cruz Computer Science and Engineering, Santa Cruz, USA",2025 IEEE International Conference on Omni-layer Intelligent Systems (COINS),"22 Aug 2025","2025","","","1","7","Large Language Models (LLMs) are transforming the programming language landscape, but their effectiveness is limited for niche Hardware Description Languages (HDLs) due to insufficient training data. This paper introduces HDLAgent, an agentic AI framework that enhances LLMs’ proficiency with underrepresented HDLs.Our agent employs two key mechanisms: HDL description summaries that facilitate knowledge transfer from familiar languages like Verilog, and enhanced grounding through compiler error feedback. We demonstrate that HDLAgent significantly improves code generation across multiple HDLs. For example, PyRTL’s functional correctness rate improves from 0% to 35% with Mixtral 8x7B, and Chisel’s success rate increases from 0% to 59% with GPT-3.5-turbo. For small code samples (under 25 lines), HDLAgent achieves over 90% success across all tested HDLs. Beyond performance metrics, we provide insights on scalability limitations with increasing code complexity and propose modifications to HDL designs that could better accommodate LLM-based generation.","2996-5330","979-8-3315-2037-3","10.1109/COINS65080.2025.11125745","Google; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11125745","Large Language Models;Hardware Description Languages;AI-enhanced coding;Code generation;Verilog;PyRTL;Chisel;DSLX","Codes;Grounding;Large language models;Scalability;Training data;Performance metrics;Encoding;Hardware design languages;Intelligent systems;Knowledge transfer","","","","23","IEEE","22 Aug 2025","4-6 Aug. 2025","4-6 Aug. 2025","IEEE","IEEE Conferences"
"Unintended Changes: How LLMs Corrupt and Correct Textual Models","L. Netz; F. Kampe; J. Reimer; B. Rumpe","Software Engineering, RWTH Aachen University, Aachen, Germany; RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany",2025 ACM/IEEE 28th International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"10 Dec 2025","2025","","","636","645","This work evaluates to what degree AI-based modeldriven software development approaches may unintentionally alter parts of a model, potentially affecting its semantics, particularly when the model is defined in a domain-specific language unfamiliar to the LLM, and discusses to what degree the perplexity metric can be used to indicate susceptible modeling languages. Although much work has focused on evaluating the correctness of AI-based model creation, it remains important to assess whether and to what extent LLMs introduce unintended modifications in parts of the input model that they are merely expected to reproduce. Previous research has primarily focused on the success of programming and modeling tasks using AI, such as achieving syntactic and semantic correctness. In contrast, this work investigates the side effects of AI usage, specifically the introduction of unintended modifications during iterative modeling processes. We evaluate the likelihood of error introduction in an AI-based modeling approach for uncommon DSLs and use the perplexity-metric to identify error prone elements in the model. We use our own modeling language for class diagrams CD4A, an LLM that is not trained on this DSL and prompt it with simple modeling tasks. Next, we measure additional changes to the model that are not related to the given modeling task. We show that AI-driven Modeling approaches need to also focus on side effects of iterative LLM usage with unfamiliar modeling languages, and demonstrate how these risks can be identified.","","979-8-3315-7990-6","10.1109/MODELS-C68889.2025.00087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11273277","LLM;MDE;AI4SE;DSL","Measurement;Adaptation models;Translation;Semantics;Syntactics;DSL;Iterative methods;Artificial intelligence;Standards;Domain specific languages","","","","54","IEEE","10 Dec 2025","5-10 Oct. 2025","5-10 Oct. 2025","IEEE","IEEE Conferences"
"DS Generative AI for Supporting Teaching Activities","J. F. Montoya Montoya; J. Lopez-Vargas","Ciencias de la Computación, Universidad Técnica Particular Loja, Loja, Ecuador; Dept. Ciencias de la Computación y Electrónica, Universidad Técnica Particular de Loja, Loja, Ecuador",2025 IEEE Engineering Education World Conference (EDUNINE),"5 May 2025","2025","","","1","4","Generative Artificial Intelligence (GAI) has become significant in education, particularly for creating content, resources, and automating repetitive and timeconsuming tasks. This project explores GAI’s potential to support teachers in analyzing low-to-medium complexity programs of student’s tasks, supporting the activities of teachers. The proposed solution includes an API and web application built based on the GPT-4o Large Language Model (LLM), specifically designed for teachers. The methodology begins with a review of relevant literature review to identify scenarios where GAI have shown their potential in the educational field. Subsequently, the performance of the GPT-4o model is evaluated in the context of review and analysis of student’s source code, using the Teaching Plans which the task proposals are extracted along with their respective evaluation rubrics, determining the quality and effectiveness of generative AI within this real application.","","979-8-3315-4278-8","10.1109/EDUNINE62377.2025.10981398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10981398","generative artificial intelligence;education;programming;source code analysis;gpt-4o;api;web application","Generative AI;Source coding;Large language models;Refining;Prototypes;Reliability engineering;Proposals;Iterative methods;Programming profession;Systematic literature review","","","","8","IEEE","5 May 2025","23-26 March 2025","23-26 March 2025","IEEE","IEEE Conferences"
"Measuring and Improving the Efficiency of Python Code Generated by LLMs Using CoT Prompting and Fine-Tuning","R. Jonnala; J. Yang; Y. Lee; G. Liang; Z. Cao","Department of Computational, Engineering, and Mathematical Sciences, Texas A&M University-San Antonio, San Antonio, TX, USA; Department of Computational, Engineering, and Mathematical Sciences, Texas A&M University-San Antonio, San Antonio, TX, USA; Department of Computational, Engineering, and Mathematical Sciences, Texas A&M University-San Antonio, San Antonio, TX, USA; Department of Computational, Engineering, and Mathematical Sciences, Texas A&M University-San Antonio, San Antonio, TX, USA; Department of Computational, Engineering, and Mathematical Sciences, Texas A&M University-San Antonio, San Antonio, TX, USA",IEEE Access,"16 Jul 2025","2025","13","","119657","119681","The burgeoning sophistication of Artificial Intelligence (AI) has catalyzed the rapid proliferation of Large Language Models (LLMs) within software development. These models are increasingly employed to automate the generation of functionally correct code, address complex computational problems, and facilitate the debugging of existing software systems. However, LLM-generated code often faces challenges due to inherent inefficiencies, including redundant logical structures, factually inconsistent content (hallucinations), and programming errors. To address this issue, our research rigorously evaluated the computational efficiency of Python code generated by three prominent LLMs: GPT-4o-Mini, GPT-3.5-Turbo, and GPT-4-Turbo. The evaluation metrics encompass execution time, memory utilization, and peak memory consumption, while maintaining the functional correctness of the generated code. Leveraging the EffiBench benchmark datasets within the Google Vertex AI Workbench environment, across a spectrum of machine configurations, the study implemented a consistent seed parameter to ensure experimental reproducibility. Furthermore, we investigated the impact of two distinct optimization strategies: Chain-of-Thought (CoT) prompting and model fine-tuning. Our findings reveal a significant enhancement in efficiency metrics for GPT-4o-Mini and GPT-3.5-Turbo when employing CoT prompting; however, this trend was not observed for GPT-4-Turbo. Based on its promising performance with CoT prompting, we selected the GPT-4o-Mini model for subsequent fine-tuning, aiming to further enhance both its computational efficiency and accuracy. However, contrary to our expectations, fine-tuning the GPT-4o-Mini model led to a discernible degradation in both its accuracy and computational efficiency. In conclusion, this study provides empirical evidence suggesting that the deployment of high-CPU machine configurations, in synergy with the utilization of the GPT-4o-Mini model and CoT prompting techniques, yields demonstrably more efficient and accurate LLM-generated Python code, particularly within computationally intensive application scenarios.","2169-3536","","10.1109/ACCESS.2025.3585742","National Science Foundation(grant numbers:2334243); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11069268","LLMs;vertex AI;CoT;fine-tuning;Python;code generation;code efficiency;code correctness;execution time;memory usage","Codes;Memory management;Cloud computing;Measurement;Python;Computational modeling;Benchmark testing;Computational efficiency;Training;Time measurement","","3","","62","CCBY","3 Jul 2025","2025","","IEEE","IEEE Journals"
"Directional Diffusion-Style Code Editing Pre-Training","Q. Liang; Z. Sun; Q. Zhu; J. Hu; Y. Zhao; Y. Chen; M. Zhu; G. Wang; L. Zhang","Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; National Key Laboratory of Space Integrated Information System, Institute of Software, Chinese Academy of Sciences, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China; Key Lab of HCST (PKU), MOE; SCS, Peking University, Beijing, China",IEEE Transactions on Software Engineering,"18 Sep 2025","2025","51","9","2583","2600","Code pre-trained models have shown promising effectiveness in various software engineering tasks. Among these tasks, many tasks are related to software evolution and/or code editing. However, existing code pre-trained models often overlook the real-world code editing data and the evolutionary nature of the editing process. In this paper, to simulate the step-by-step code editing process of human developers, we propose DivoT5, a pre-trained model based on directional diffusion at the data level. In DivoT5, we adopt two categories of pre-training tasks. The first category is mask and denoising tasks augmented with a diffusion direction representing code evolution. That is, we first apply a noising process to the code snippets before evolution, and then ask the pre-training process to restore the snippets with noise into the code snippets after evolution. The second category is tasks aiming to reinforce the evolutionary direction. That is, we first generate various intermediate versions for each pair of snippets before and after evolution, and then ask the pre-training process to transform the intermediate versions into the snippet after evolution for each pair. We evaluate DivoT5 for two code-editing scenarios (including a number of tasks) and one non-editing scenario using four downstream tasks. For each downstream task, we fine-tune the pre-trained DivoT5 on multiple corresponding datasets and evaluate its effectiveness across diverse scenarios Our experimental results show that ivoT5 achieves state-of-the-art (SOTA) performance on most tasks in comparison to models of the same scale (220M), large-scale (770M, 6.7B) models in fine-tuning, and billion-scale (6.7B, 8B, ChatGPT) instruct models in few-shot settings. For one code-editing task (i.e., CodeReview in NL-based CodeRefinement task), DivoT5 pre-trained on top of CodeT5-small (60M) can even outperform CodeT5-base (220M) and other pre-trained models with 220M parameters except for DivoT5 pre-trained on top of CodeT5-base (220M).","1939-3520","","10.1109/TSE.2025.3592841","National Key Research and Development Program of China(grant numbers:2023YFB4503803); National Natural Science Foundation of China(grant numbers:62232003,62402482); CCF-Huawei Populus Grove Fund(grant numbers:CCF-HuaweiSE202407); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11096907","Pre-training;code editing;software evolution","Codes;Noise;Training;Noise reduction;Semantics;Diffusion models;Context modeling;Data models;Tuning;Sun","","1","","59","IEEE","25 Jul 2025","Sept. 2025","","IEEE","IEEE Journals"
"Generative AI in the Software Development Process: A Practical Approach","J. A. Pow-Sang; C. Zapata","Departamento de Ingeniería, Ponficia Universidad Católica del Perú, Lima, Perú; Departamento de Ingeniería, Ponficia Universidad Católica del Perú, Lima, Perú",2025 14th International Conference On Software Process Improvement (CIMPS),"10 Mar 2026","2025","","","212","213","The workshop “Generative AI in the Software Development Process: A Practical Approach” offers a four-hour hands-on immersion into how generative artificial intelligence is transforming the software development lifecycle. Attendees will learn how to apply key tools and methodologies, such as the ROCEF method for creating effective prompts and the use of assistants such as GitHub Copilot. Through a series of handson, collaborative activities, participants will explore the application of generative AI in activities such as requirements gathering, prototyping, coding, and test case specification and creation. By the end, teams will have a comprehensive understanding of how to use these tools and will have discussed the ethical considerations essential to their responsible use.","","979-8-3315-8048-3","10.1109/CIMPS69356.2025.11419691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11419691","generative AI;software development;prompt engineering;software development life cycle (SDLC);developer productivity","Software;Software development management;Generative AI;Productivity;Reviews;Prompt engineering;Presses;Navigation;Media;Industries","","","","","IEEE","10 Mar 2026","15-17 Oct. 2025","15-17 Oct. 2025","IEEE","IEEE Conferences"
"VeriRAG: Design AI-Specific CPU Co-processor with RAG-Enhanced LLMs","K. Bai; P. Yan; L. Liu; T. Jia","School of Integrated Circuits Peking University, Beijing, China; School of Integrated Circuits Peking University, Beijing, China; School of Integrated Circuits Peking University, Beijing, China; School of Integrated Circuits Peking University, Beijing, China",2025 International Symposium of Electronics Design Automation (ISEDA),"8 Aug 2025","2025","","","76","82","In recent years, many industrial CPUs have integrated AI-specific co-processors as ""CPU for AI"" solution. However, the implementation details of co-processors are diverse. In this work, we present VeriRAG, an LLM-assisted agile design methodology for AI-specific CPU co-processor, which includes a summary-template RAG-enhanced LLM flow for agile RTL generation. We first present a general RISC-V-based AI-specific co-processor architecture template to support both Matrix and Nonlinear computations with detailed instruction extensions. Furthermore, we develop a series of AI-specific co-processors based on VeriRAG for different CPUs, i.e., high-end Xuantie C910 and low-power CVA6 CPU. It is observed that the AI coprocessors can be effectively and properly designed by VeriRAG within a short design cycle, and co-processors gain notable performance boost for AI tasks.","","979-8-3315-3696-1","10.1109/ISEDA65950.2025.11100783","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11100783","Co-processor;Agile Design;Code Generation","Codes;Microarchitecture;Design automation;Design methodology;Computer architecture;Performance gain;Artificial intelligence;Coprocessors","","","","31","IEEE","8 Aug 2025","9-12 May 2025","9-12 May 2025","IEEE","IEEE Conferences"
"Permitting GenAI Use on Assessments in an Introductory Programming Course","M. V. Lubarda; V. A. Lubarda; C. Schurgers; A. Phan; S. Baghdadchi; H. Qi","Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA; Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA; Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA; Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA; Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA; Jacobs School of Engineering, University of California, San Diego - La Jolla, CA, USA",2025 IEEE Frontiers in Education Conference (FIE),"13 Jan 2026","2025","","","1","5","This innovative-practice work-in-progress paper investigates the feasibility and implications of permitting generative AI (GenAI) tools—such as ChatGPT, Gemini, and GitHub Copilot—on high-stakes assessments in an introductory computer programming course for engineers. Instruction on AI-assisted programming and metacognitive strategies was integrated into lectures to foster engagement with AI technology, critical thinking, and self-regulated learning. This was followed by a three-week group project and a final exam during which GenAI use was permitted. The assessments were designed to target higher-order cognitive skills such as application, analysis, synthesis, and evaluation. Student performance data was analyzed along with the results of a post-course survey evaluating students' perceptions about the course. The findings support the case for less restrictive assessment strategies in the age of AI, while also highlighting the challenges of designing AI-integrated courses and assessments that balance pedagogical goals, academic integrity, and equity.","2377-634X","979-8-3315-0105-1","10.1109/FIE63693.2025.11328648","National Science Foundation(grant numbers:2315777); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11328648","academic integrity;AI-assisted programming;AI literacy;authentic assessment;programming education","Surveys;Generative AI;Chatbots;Programming profession;Software development management","","","","14","IEEE","13 Jan 2026","2-5 Nov. 2025","2-5 Nov. 2025","IEEE","IEEE Conferences"
"From Intentions to Actions: Workflow Generation with LLMs for Robots","J. Flerlage; A. Acker; D. Scheinert; S. Becker; H. Yous; K. Reddy; I. Farhat; H. Hacid; O. Kao","Technische Universität, Berlin, Germany; Logsight.ai GmbH, Berlin, Germany; Logsight.ai GmbH, Berlin, Germany; Logsight.ai GmbH, Berlin, Germany; Technology Innovation Institute, Abu Dhabi, UAE; Technology Innovation Institute, Abu Dhabi, UAE; Technology Innovation Institute, Abu Dhabi, UAE; Technology Innovation Institute, Abu Dhabi, UAE; Technische Universität, Berlin, Germany",2025 3rd International Conference on Foundation and Large Language Models (FLLM),"19 Feb 2026","2025","","","982","989","Large Language Models (LLMs) are reshaping human–machine interaction. Their ability to infer goals, decompose intentions into actions, and generate workflows positions them as a new paradigm for robotics, where adaptability to dynamic and unpredictable environments is crucial. In this work, we formalize the intention-to-workflow transformation for robotics as state-machine–like sequences of actions and propose a modular reference architecture that integrates perception, LLM-based reasoning, and execution. To evaluate this paradigm, we introduce a benchmark of 15 pick-and-place challenges across four categories, performed with a simulated robotic gripper arm and three distinct objects. Experiments with diverse LLM families reveal characteristic error modes, including failures in spatial alignment and object manipulation, while larger models demonstrate greater robustness in complex tasks. These results provide design guidelines for workflow generation in embodied AI and establish a reproducible benchmark. Our work lays the foundation for deploying LLMs as high-level controllers in robotic systems.","","979-8-3315-9409-1","10.1109/FLLM67465.2025.11391122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391122","Artificial Intelligence;Large Language Models;Robotics;Workflow Generation;Code Generation","Codes;Large language models;Design methodology;Benchmark testing;Manipulators;Control systems;Robustness;Cognition;Grippers;Robots","","","","38","IEEE","19 Feb 2026","25-28 Nov. 2025","25-28 Nov. 2025","IEEE","IEEE Conferences"
"Detection and Correction of Driver Mode Confusion Using LLM-Based Semantic Feedback in SAE Level 2 Automation","Y. Yang; D. Li; L. Sun; S. Liu; Z. Cao; S. Chen; Q. Yang","School of Electronic and Information Engineering, Shanghai DianJi University, Shanghai, P. R., China; School of Automation Science and Engineering, Xi'an Jiaotong University, Xi'an, China; State Key Laboratory for Manufacturing System Engineering, Xi'an Jiaotong University, Xi'an, China; School of Electronic and Information Engineering, Shanghai DianJi University, Shanghai, P. R., China; School of Automation Science and Engineering, Xi'an Jiaotong University, Xi'an, China; College of Artificial Intelligence, Xi'an Jiaotong University, Xi'an, China; School of Automation Science and Engineering, Xi'an Jiaotong University, Xi'an, China",2025 IEEE 28th International Conference on Intelligent Transportation Systems (ITSC),"16 Mar 2026","2025","","","2920","2926","This research presents a novel real-time framework for detecting and correcting Driver Mode Confusion (DMC) in SAE Level 2 automated driving systems. Existing systems rely solely on static indicators (e.g., dashboard lights) to communicate system states, failing to assess or rectify drivers' internal cognitive states, resulting in delayed takeovers and safety-critical incidents. Our framework integrates three interconnected modules: System Mode Monitoring, Driver Mode Confusion Detection, and Controlled Semantic Prompt Generation. The methodology fuses vehicle telemetry, visual behavior (gaze direction, hand position, head pose), and verbal semantic features through a lightweight classifier to identify cognitive misalignment, subsequently employing large language models to generate adaptive semantic feedback. Experimental results demonstrate 86% accuracy and an F1-score of 0.711 on the test set, validating the critical importance of multimodal integration, particularly linguistic features. This research addresses a fundamental gap in human-automation interaction by transitioning from passive status indication to active cognitive calibration, thereby enhancing the safety and reliability of partially automated driving systems where responsibility is distributed between human and machine.","2153-0017","979-8-3315-2418-0","10.1109/ITSC60802.2025.11423620","National Science Foundation of China(grant numbers:62203350,62373297); Key R&D Program of Shaanxi(grant numbers:2022GY-033); Xi'an Jiaotong University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11423620","","Visualization;Automation;Accuracy;System performance;Semantics;Real-time systems;Multisensory integration;Safety;Telemetry;Vehicles","","","","17","IEEE","16 Mar 2026","18-21 Nov. 2025","18-21 Nov. 2025","IEEE","IEEE Conferences"
"Are Classical Clone Detectors Good Enough for the AI Era?","A. I. Alam; P. R. Roy; F. Al-omari; C. K. Roy; B. Roy; K. A. Schneider","Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Engineering, Thompson Rivers University, Kamloops, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada; Department of Computer Science, University of Saskatchewan, Saskatoon, Canada",2025 IEEE International Conference on Software Maintenance and Evolution (ICSME),"31 Oct 2025","2025","","","295","307","The increasing adoption of AI-generated code has reshaped modern software development, introducing syntactic and semantic variations in cloned code. Unlike traditional human-written clones, AI-generated clones exhibit systematic syntactic patterns and semantic differences learned from largescale training data. This shift presents new challenges for classical code clone detection (CCD) tools, which have historically been validated primarily on human-authored codebases and optimized to detect syntactic (Type 1-3) and limited semantic clones. Given that AI-generated code can produce both syntactic and complex semantic clones, it is essential to evaluate the effectiveness of classical CCD tools within this new paradigm. In this paper, we systematically evaluate nine widely used CCD tools using GPTCloneBench, a benchmark containing GPT-3-generated clones. To contextualize and validate our results, we further test these detectors on established human-authored benchmarks, BigCloneBench and SemanticCloneBench, to measure differences in performance between traditional and AI-generated clones. Our analysis demonstrates that classical CCD tools, particularly those enhanced by effective normalization techniques, retain considerable effectiveness against AI-generated clones, while some exhibit notable performance variation compared to traditional benchmarks. This paper contributes by (1) evaluating classical CCD tools against AI-generated clones, providing critical insights into their current strengths and limitations; (2) highlighting the role of normalization techniques in improving detection accuracy; and (3) delivering detailed scalability and execution-time analyses to support practical CCD tool selection. The research underscores the continued relevance of classical CCD tools and suggests adopting a hybrid approach that combines both classical and AI-based methods to improve clone detection in the modern era.","2576-3148","979-8-3315-9587-6","10.1109/ICSME64153.2025.00035","Natural Sciences and Engineering Research Council of Canada (NSERC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11186064","Software Clone;Code Clone Detection;Tool Evaluation;AI","Charge coupled devices;Codes;Systematics;Semantics;Cloning;Detectors;Syntactics;Benchmark testing;Artificial intelligence;Software development management","","","","73","IEEE","31 Oct 2025","7-12 Sept. 2025","7-12 Sept. 2025","IEEE","IEEE Conferences"
"RTL Designer: An AI-Powered Platform with End-to-End Workflow for Automated RTL Generation","B. Huang; C. W. Ng; P. F. Lam",Hong Kong Applied Science and Technology Research Institute (ASTRI); Hong Kong Applied Science and Technology Research Institute (ASTRI); Hong Kong Applied Science and Technology Research Institute (ASTRI),2025 5th International Conference on Electronic Information Engineering and Computer Technology (EIECT),"21 Jan 2026","2025","","","241","250","The escalating complexity of integrated circuit design has rendered traditional Register-Transfer Level (RTL) methodologies a critical bottleneck in design efficiency. While large language models (LLMs) show promise in automated code generation, their application to hardware design faces significant challenges, including requirement misalignment, functional incorrectness, and lack of integration with verification tools. This paper presents RTL Designer, an end-to-end AI-powered platform that integrates requirement dialog, multi-stage code generation, automated verification, and feedback-driven correction. By leveraging a domain-specific language model (DSLM) fine-tuned through a progressive strategy on a multi-source dataset, the platform translates user intent into syntactically and functionally correct Verilog code via a structured generation chain: Natural Language → Detailed Description → Parameter List → RTL Code. Deep integration with industrial EDA tools enables automated testbench and formal verification, forming a closed-loop system that enhances output quality. Experimental results demonstrate first-pass compilation success rates exceeding $\mathbf{8 0 \%}$ for five fundamental modules (e.g., adder, multiplier, SHA256), rising to 97 % within five iterations. An FPGA demonstration incorporating all generated modules successfully executed over 21,500 test vectors without failure, validating the functional correctness and practical utility of the proposed approach. RTL Designer reduces the entry barrier for digital design and improves development efficiency by over 30 %, thereby offering a scalable and production-ready solution for AI-assisted RTL generation.","","979-8-3315-7524-3","10.1109/EIECT68017.2025.11331954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11331954","RTL;AI;Integrated circuit;fine-tuning;LLM","Codes;Translation;Large language models;Collaboration;Register transfer level;Hardware;Vectors;Logic design;Engines;Testing","","","","17","IEEE","21 Jan 2026","24-26 Oct. 2025","24-26 Oct. 2025","IEEE","IEEE Conferences"
