"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","Link","Document Type","Publication Stage","Source"
"Lajmi N.; Patel M.; Obery G.; Dorge A.; Sharma A.; Halligan J.; Lo E.","Lajmi, Nesrine (59693624000); Patel, Mehul (60361883700); Obery, Gareth (57221694422); Dorge, Archana (60362271900); Sharma, Ashish (60362571900); Halligan, Jack (57606267900); Lo, Ernest (60362272000)","59693624000; 60361883700; 57221694422; 60362271900; 60362571900; 57606267900; 60362272000","Simulation-Based Evaluation of a Large Language Model-Enabled Clinical Decision Support Platform in Oncology","2026","JCO clinical cancer informatics","10","","","e2500244","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028929022&doi=10.1200%2FCCI-25-00244&partnerID=40&md5=10d05d8242bd5d6599c4686e3fd6ae2c","Article","Final","Scopus"
"Ding K.; Wang Y.; Xiang S.","Ding, Kun (57205132565); Wang, Ying (58855480400); Xiang, Shiming (8938807200)","57205132565; 58855480400; 8938807200","EvoVLMA: Evolutionary Vision-Language Model Adaptation","2025","MM 2025 - Proceedings of the 33rd ACM International Conference on Multimedia, Co-Located with MM 2025","","","","4619","4628","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024073277&doi=10.1145%2F3746027.3755520&partnerID=40&md5=373cbb068641171783fe3e2ca74f81b2","Conference paper","Final","Scopus"
"Kharma M.F.; Choi S.; Alkhanafseh M.; Mohaisen D.","Kharma, Mohammed F. (58161051300); Choi, Soohyeon (57409756400); Alkhanafseh, Mohammad (57296058500); Mohaisen, David (60435922600)","58161051300; 57409756400; 57296058500; 60435922600","Security and Quality in LLM-Generated Code: a Multi-Language, Multi-Model Analysis","2026","IEEE Transactions on Dependable and Secure Computing","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032806008&doi=10.1109%2FTDSC.2026.3672745&partnerID=40&md5=e6c2766dee7c5c5bfd8ec3ce3889412c","Article","Article in press","Scopus"
"Hasan M.A.","Hasan, Md Anwarul (60194765700)","60194765700","Secure Code Generation with Parameter-Efficient Fine-Tuning of LLMs","2026","Lecture Notes in Networks and Systems","1678 LNNS","","","290","309","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021819553&doi=10.1007%2F978-3-032-07992-3_19&partnerID=40&md5=a156198a0980b9d125f85ac1955dc85f","Conference paper","Final","Scopus"
"Vozna A.; Monaldini A.; Costantini S.","Vozna, Alina (58759711400); Monaldini, Andrea (58642048300); Costantini, Stefania (8707974500)","58759711400; 58642048300; 8707974500","A Trust-Aware Architecture for Personalized Digital Health: Integrating Blueprint Personas and Ontology-Based Reasoning","2025","Journal of Medical Systems","49","1","125","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017691551&doi=10.1007%2Fs10916-025-02255-3&partnerID=40&md5=62622d4ea519592f5117c06e4a57b99a","Article","Final","Scopus"
"Ehsani R.; Pathak S.; Parra E.; Haiduc S.; Chatterjee P.","Ehsani, Ramtin (58502805400); Pathak, Sakshi (59533062900); Parra, Esteban (57195261532); Haiduc, Sonia (25228424800); Chatterjee, Preetha (57194034973)","58502805400; 59533062900; 57195261532; 25228424800; 57194034973","What characteristics make ChatGPT effective for software issue resolution? An empirical study of task, project, and conversational signals in GitHub issues","2026","Empirical Software Engineering","31","1","22","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022134374&doi=10.1007%2Fs10664-025-10745-8&partnerID=40&md5=c8e0110df89dc5fcaab95929e18c5c4a","Article","Final","Scopus"
"Loi H.; Trivedi C.; Chug G.; Breazeal C.","Loi, Hao (57219890376); Trivedi, Charulata (60353786800); Chug, Gargi (60353560400); Breazeal, Cynthia (7003691791)","57219890376; 60353786800; 60353560400; 7003691791","Evaluating an AI Tutor for Student Learning and Engagement in Community College Python Courses","2025","ACM SIGCITE 2025 - Proceedings of the 26th ACM Annual Conference on Cybersecurity and Information Technology Education","","","","324","325","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028758573&doi=10.1145%2F3769694.3771169&partnerID=40&md5=b11be7da808e20a2b16b95c0a61e11f5","Conference paper","Final","Scopus"
"Wong T.-L.; Cheung S.K.S.; Zhang F.","Wong, Tak-Lam (9734661600); Cheung, Simon K. S. (7402406661); Zhang, Frank (58554629800)","9734661600; 7402406661; 58554629800","Scaffolding Computer Programming Learning for Novice Learners Using LLM as a Conversational Resource","2026","Communications in Computer and Information Science","2752 CCIS","","","98","107","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023587220&doi=10.1007%2F978-981-95-4499-8_9&partnerID=40&md5=aafa4fd4a9e9c3a7f3a89be1889ee702","Conference paper","Final","Scopus"
"Guo J.; Zhao Y.; Chen Z.; Nie L.","Guo, Jiamin (59515402500); Zhao, Yangyang (52564852700); Chen, Zhifei (55884919800); Nie, Liming (57095424100)","59515402500; 52564852700; 55884919800; 57095424100","Leveraging Large Language Models for Feature Envy Detection: A Context-Aware and Reasoning-Driven Approach","2026","Lecture Notes in Computer Science","15746 LNCS","","","263","282","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020677446&doi=10.1007%2F978-3-032-00828-2_15&partnerID=40&md5=44637cdd3d9e1afdb4066df586ecbe14","Conference paper","Final","Scopus"
"Adegbite A.A.; Kotzé E.","Adegbite, Adewuyi Adetayo (57551140500); Kotzé, Eduan (36522952400)","57551140500; 36522952400","Evaluating AI-Generated C# Code in Computing Education: Implications for Academic Integrity","2026","Communications in Computer and Information Science","2770 CCIS","","","119","136","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027572216&doi=10.1007%2F978-3-032-12457-9_8&partnerID=40&md5=0626495e38c12a0f2bb2516c396a150f","Conference paper","Final","Scopus"
"Xie W.; Shi H.; Li Y.; Liu J.","Xie, Wenyi (59341187300); Shi, Haojie (60309773000); Li, Yixuan (60106647300); Liu, Junwei (60108005100)","59341187300; 60309773000; 60106647300; 60108005100","STAP: A Socratic Tutor for Adaptive Programming with Pedagogical Scaffolding","2025","Proceedings of 2025 2nd International Symposium on Artificial Intelligence for Education, ISAIE 2025","","","","584","587","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026922787&doi=10.1145%2F3775073.3775165&partnerID=40&md5=52ebf75799bbc573e7ae84489542b84c","Conference paper","Final","Scopus"
"Nguyen N.-K.; Tran T.-T.","Nguyen, Nhat-Khiem (60224185700); Tran, Thanh-Tung (56911642100)","60224185700; 56911642100","IUFlowGen: An AI System for Converting Procedural Texts into Flowcharts","2026","Lecture Notes in Computer Science","16354 LNAI","","","222","234","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023829959&doi=10.1007%2F978-981-95-4960-3_18&partnerID=40&md5=a13b1ae2ff52956f1dc73c05e9fe2fe0","Conference paper","Final","Scopus"
"","","","16th International Conference on Swarm Intelligence, ICSI 2025","2026","Lecture Notes in Computer Science","16011 LNCS","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019495417&partnerID=40&md5=81d7afd636ad68e817c03dd75b39b693","Conference review","Final","Scopus"
"Rizqullah M.; Albassam E.","Rizqullah, Muhammad (58664575900); Albassam, Emad (55961643600)","58664575900; 55961643600","Large Language Model Selection for Test-Driven Prompt Android iOS Development","2026","International Journal of Interactive Mobile Technologies ","20","3","","71","82","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030546394&doi=10.3991%2Fijim.v20i03.59861&partnerID=40&md5=4288a566d54879860dec94898508814c","Article","Final","Scopus"
"Albuquerque F.; Gomes dos Santos P.","Albuquerque, Fábio (57192316632); Gomes dos Santos, Paula (59205122700)","57192316632; 59205122700","Who moved my text? Assessing whether ChatGPT can write better abstracts than humans","2026","Cogent Education","13","1","2616858","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027904348&doi=10.1080%2F2331186X.2026.2616858&partnerID=40&md5=6cf281b233b842721508df1e4b9daf36","Article","Final","Scopus"
"Su D.; Tu T.","Su, Dong (60498512000); Tu, Tengfei (57210229022)","60498512000; 57210229022","LLM-JDFuzz: A Large Language Model-Based Automated Java Deserialization Payload Generation Framework","2026","Electronics (Switzerland)","15","5","954","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032632177&doi=10.3390%2Felectronics15050954&partnerID=40&md5=6cbb3ac3babe7741b6b54681cfdef38b","Article","Final","Scopus"
"Olewicki D.; Da Silva L.; Sghaier O.B.; Mujahid S.; Amini A.; Mah B.; Castelluccio M.; Habchi S.; Khomh F.; Adams B.","Olewicki, Doriane (57216995320); Da Silva, Leuson (58557106000); Sghaier, Oussama Ben (57213519553); Mujahid, Suhaib (57195319577); Amini, Arezou (59467326500); Mah, Benjamin (57191372989); Castelluccio, Marco (57194448883); Habchi, Sarra (57195317140); Khomh, Foutse (24724747600); Adams, Bram (15134994200)","57216995320; 58557106000; 57213519553; 57195319577; 59467326500; 57191372989; 57194448883; 57195317140; 24724747600; 15134994200","Impact of an LLM-based Review Assistant in Practice: A Mixed Open-/Closed-source Case Study","2026","IEEE Transactions on Software Engineering","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029983349&doi=10.1109%2FTSE.2026.3663093&partnerID=40&md5=799965fe41a51c5ba842735c587b2d7d","Article","Article in press","Scopus"
"Yu X.; Bi J.; Wen Y.; Xu J.; Huang D.; Guo J.; Li W.; Du Z.; Li J.; Chen T.; Guo Q.","Yu, Xiyue (60284133200); Bi, Jun (58248907000); Wen, Yuanbo (57216255297); Xu, Jianxing (57346544700); Huang, Di (59487580600); Guo, Jiaming (57217017268); Li, Wei (60394075600); Du, Zidong (56104391100); Li, Jing (55885599100); Chen, Tianshi (57205478836); Guo, Qi (56535724000)","60284133200; 58248907000; 57216255297; 57346544700; 59487580600; 57217017268; 60394075600; 56104391100; 55885599100; 57205478836; 56535724000","Swift: High Parallelism Program Generation of Tensor Operators for Accelerating Deep Learning Inference","2025","ACM Transactions on Architecture and Code Optimization","22","4","126","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026661309&doi=10.1145%2F3762660&partnerID=40&md5=97e99004dcdd6c494985685dec5925c2","Article","Final","Scopus"
"Taherkhani H.; Shin J.; Tahir M.A.; Rakib Hossain Misu Md.; Gattani V.S.; Hemmati H.","Taherkhani, Hamed (59318226200); Shin, Jiho (57357285000); Tahir, Muhammad Ammar (60079300400); Rakib Hossain Misu, Md. (60397818500); Gattani, Vineet Sunil (58168111400); Hemmati, Hadi (15046849800)","59318226200; 57357285000; 60079300400; 60397818500; 58168111400; 15046849800","Toward Automated Validation of Language Model Synthesized Test Cases using Semantic Entropy","2026","IEEE Transactions on Software Engineering","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030211388&doi=10.1109%2FTSE.2026.3664287&partnerID=40&md5=6c44b2821b857705e82d1db017a8c81b","Article","Article in press","Scopus"
"Wei C.H.; Chong M.M.; Subramanian P.; Ting M.; Abdollah A.","Wei, Chan Hong (60342194600); Chong, Mien May (56742831500); Subramanian, Preethi (57203986937); Ting, Mary (56810856700); Abdollah, Aziah (59521790300)","60342194600; 56742831500; 57203986937; 56810856700; 59521790300","Exploring the Role of Gamification and Artificial Intelligence in Shaping the Future of Programming Education","2026","Lecture Notes in Networks and Systems","1565 LNNS","","","505","517","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027940312&doi=10.1007%2F978-981-95-0375-9_38&partnerID=40&md5=9ae31e9dad511a98231e32a247d360d8","Conference paper","Final","Scopus"
"Na Nongkhai L.; Wang J.; Wynn A.; Mendori T.","Na Nongkhai, Lalita (57414326500); Wang, Jingyun (55203383500); Wynn, Adam (57845331300); Mendori, Takahiko (6508144110)","57414326500; 55203383500; 57845331300; 6508144110","Evaluating adaptive and generative AI-based feedback and recommendations in a knowledge-graph-integrated programming learning system","2026","Computers and Education: Artificial Intelligence","10","","100526","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024434764&doi=10.1016%2Fj.caeai.2025.100526&partnerID=40&md5=ea38c3ce9b441ddb792413bc38c222ab","Article","Final","Scopus"
"Krasniqi R.; Xu D.; Vieira M.","Krasniqi, Rrezarta (36494767400); Xu, Depeng (57201947036); Vieira, Marco (7202140748)","36494767400; 57201947036; 7202140748","SE Perspective on LLMs: Biases in Code Generation, Code Interpretability, and Code Security Risks","2025","ACM Computing Surveys","58","5","137","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025673270&doi=10.1145%2F3774324&partnerID=40&md5=03f946998461303633c1c7a7cb78f090","Article","Final","Scopus"
"Rath A.","Rath, Avita (57190668433)","57190668433","Leveraging ChatGPT to support terminology learning in oral anatomy: a mixed-methods study among linguistically diverse dental students","2025","BMC Medical Education","25","1","1425","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018843638&doi=10.1186%2Fs12909-025-07968-0&partnerID=40&md5=71e3ea3447551c3db4d3a5353cbb4533","Article","Final","Scopus"
"Stock-Homburg R.","Stock-Homburg, Ruth Maria (56364282100)","56364282100","Can We Tell the Difference? A Turing Test on Human Perceptions of Innovation Ideas in Text Created by ChatGPT","2025","Creativity and Innovation Management","34","4","","835","853","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008801720&doi=10.1111%2Fcaim.70000&partnerID=40&md5=dfa99d84a4b36c55df017ef757107608","Article","Final","Scopus"
"Jindapitak N.; Tantiwich K.","Jindapitak, Naratip (55672635700); Tantiwich, Kornsak (57253269900)","55672635700; 57253269900","I'm from Singapore lah: AI-simulated interlocutors' responses during in-the-cloud interviews with Thai EFL learners","2025","Ampersand","15","","100241","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020915301&doi=10.1016%2Fj.amper.2025.100241&partnerID=40&md5=e001d0f818e37f880f921b6e0c5d837d","Article","Final","Scopus"
"Hu X.; Goh Y.M.; Tay J.","Hu, Xinping (57218167060); Goh, Yang Miang (57022370200); Tay, Juliana (60378529500)","57218167060; 57022370200; 60378529500","Mixed-methods evaluation of automated personalised feedback in construction management training using RAG and LLMs","2026","Automation in Construction","182","","106745","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029728671&doi=10.1016%2Fj.autcon.2025.106745&partnerID=40&md5=0f1ec25155444f97adc19d6c28206859","Article","Final","Scopus"
"Razaghi M.; Hafez A.; Farina J.M.; Scalia I.G.; Pereyra M.; Abdelfattah F.E.; Sheashaa H.; Awad K.; Lester S.J.; Ayoub C.; Arsanjani R.","Razaghi, Mahshad (58831637300); Hafez, Abdelrahman (57923674900); Farina, Juan M. (57218947668); Scalia, Isabel G. (57188749301); Pereyra, Milagros (58077154500); Abdelfattah, Fatmaelzahraa E. (59524825200); Sheashaa, Hesham (57221924421); Awad, Kamal (57191608451); Lester, Steven J. (25227225500); Ayoub, Chadi (55877460400); Arsanjani, Reza (36835294300)","58831637300; 57923674900; 57218947668; 57188749301; 58077154500; 59524825200; 57221924421; 57191608451; 25227225500; 55877460400; 36835294300","Transforming clinical documentation with ambient artificial intelligence (AI) scribes: a narrative review of technology, impact, and implementation","2026","Cardiovascular Diagnosis and Therapy","16","1","11","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030202568&doi=10.21037%2Fcdt-2025-454&partnerID=40&md5=b5ee575b5e2b29043f8389fe7718a40b","Review","Final","Scopus"
"","","","51st Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2025","2026","Lecture Notes in Computer Science","16083 LNCS","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016694331&partnerID=40&md5=69aa60505710e4f653a10482b74f5e7b","Conference review","Final","Scopus"
"Bhalla J.S.; Jodhka M.K.","Bhalla, Jasdeep Singh (56080810100); Jodhka, Mansimar Kaur (60263347700)","56080810100; 60263347700","Leveraging Large Language Models in the Software Development Lifecycle: Opportunities and Challenges","2025","International Journal of Advanced Computer Science and Applications","16","11","","43","51","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026342958&doi=10.14569%2FIJACSA.2025.0161105&partnerID=40&md5=44c83bea2a4a4e98593724f13cc56305","Article","Final","Scopus"
"Liang C.; Cui Y.; Shi R.; Zha G.; Yin X.; Xiao M.; Xu D.; Duan X.; Huang B.","Liang, Chao (60410146300); Cui, Yuanzheng (57201066147); Shi, Run (59962834500); Zha, Guixiang (58929636600); Yin, Xin (60410240600); Xiao, Mingzhong (55191416000); Xu, Dong (57225078054); Duan, Xuejun (26538515000); Huang, Bo (55388074800)","60410146300; 57201066147; 59962834500; 58929636600; 60410240600; 55191416000; 57225078054; 26538515000; 55388074800","GeoAgentic-RAG: A Multi-Agent framework for autonomous geospatial reasoning and visual insight generation with LLM","2026","International Journal of Applied Earth Observation and Geoinformation","147","","105195","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030712713&doi=10.1016%2Fj.jag.2026.105195&partnerID=40&md5=d29eec9b0725f9ab2b61907bab5f033c","Article","Final","Scopus"
"Arun C.; Gejjela M.; Bhadja K.; Anupama C.G.; Selvakumarasamy S.; Gopinath N.","Arun, C. (56517945000); Gejjela, Meghanand (60347392100); Bhadja, Karan (60347498400); Anupama, C.G. (57192694185); Selvakumarasamy, S. (60224022600); Gopinath, N. (57771296400)","56517945000; 60347392100; 60347498400; 57192694185; 60224022600; 57771296400","From Prompts to Contexts: Analysis of LLM’s Strengths and Weaknesses in Capturing Nuance","2026","Lecture Notes in Electrical Engineering","1460 LNEE","","","407","423","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028352727&doi=10.1007%2F978-981-96-9720-5_30&partnerID=40&md5=681095702ee3489c5a32e4fab069540c","Conference paper","Final","Scopus"
